Ramallah,Bethlehem,12.1
Ramallah,Jenin,79.2
Ramallah,Nablus,41.3
Ramallah,Tulkarm,80.5
Ramallah,Akra,151
Jenin,Nablus,44.3
Jenin,Akra,71.7
Jerusalem,Ramallah,21
Jerusalem,Haifa,150
Nazareth,Jerusalem,145
Tiberias,Tulkarm,110
Bethlehem,Safad,216
Safad,Tiberias,41
Jericho,Yafa,59.8
Jericho,Qalqilya,125
