Ramallah,Bethlehem,11.7
Ramallah,Jenin,43.9
Ramallah,Nablus,29.7
Ramallah,Tulkarm,24.2
Ramallah,Akra,100.7
Jenin,Nablus,29.1
Jenin,Akra,72.8
Jerusalem,Ramallah,17.7
Jerusalem,Haifa,92.8
Nazareth,Jerusalem,107.4
Tiberias,Tulkarm,76.7
Bethlehem,Safad,174.8
Safad,Tiberias,27.9
Jericho,Yafa,59.1
Jericho,Qalqilya,74.4
